Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
Rio Plan in Windermere by Tralon Homes,3 Beds,2 Baths,"1,483 sqft",Year Built: 2023,Garage,"$479,000+",Colorado Springs
12512 Goodson Rd,3 Beds,3 Baths,"2,526 sqft (on 5.03 acres)",Year Built: 2002,3 Car Garage,"$900,000",Colorado Springs
3974 Ryedale Way,4 Beds,4 Baths,"3,489 sqft",Year Built: 2022,2 Car Garage,"$561,799",Colorado Springs
16845 Roller Coaster Rd,6 Beds,8 Baths,"11,268 sqft (on 28.36 acres)",Year Built: 2008,20 Car Garage,"$4,500,000",Colorado Springs
7470 Winding Oaks Dr,4 Beds,4 Baths,"4,392 sqft (on 0.81 acres)",Year Built: 1998,3 Car Garage,"$1,050,000",Colorado Springs
7573 Halex Grv,3 Beds,2 Baths,"1,873 sqft (on 35 acres)",Year Built: 2023,Garage,"$515,000",Colorado Springs
The Waterford Plan in The Townes at Chapel Heights by Challenger Homes,3 Beds,3 Baths,"1,671 sqft",Year Built: 2023,No Info,"$390,900+",Colorado Springs
2520 Paseo Verde Dr,6 Beds,3 Baths,"4,168 sqft",Year Built: 1984,2 Car Garage,"$875,000",Colorado Springs
Montello Plan in Red Rocks at Kissing Camels by Toll Brothers,2 Beds,3 Baths,"2,974 sqft",Year Built: 2023,No Info,"$958,995+",Colorado Springs
2115 W  Colorado Ave,Studio,,,Year Built: 1997,No Info,"$750,000",Colorado Springs
6035 Del Paz Dr,4 Beds,2 Baths,"1,978 sqft",Year Built: 1977,2 Car Garage,"$447,000",Colorado Springs
6635 Big Leaf Ln,4 Beds,3 Baths,"3,902 sqft",Year Built: 2008,2 Car Garage,"$619,900",Colorado Springs
6079 Magma Hts,3 Beds,4 Baths,"2,305 sqft",Year Built: 2023,2 Car Garage,"$466,128",Colorado Springs
6119 Scout Dr,3 Beds,3 Baths,"1,860 sqft",Year Built: 1996,2 Car Garage,"$425,000",Colorado Springs
3280 S Academy Boulevard  Lot 58,3 Beds,2 Baths,"1,064 sqft",Year Built: 1986,2 Carport Spaces,"$105,000",Colorado Springs
6151 Haymor Grv,3 Beds,2 Baths,"1,873 sqft (on 39.80 acres)",Year Built: 2023,Garage,"$515,000",Colorado Springs
224 Plan in Greenways at Sand Creek by Classic Homes,4 Beds,4 Baths,"2,130 sqft",Year Built: 2023,No Info,"$495,000+",Colorado Springs
3667 Venice Grv,3 Beds,3 Baths,"2,401 sqft",Year Built: 2003,2 Car Garage,"$355,000",Colorado Springs
17795 Brick Hts,,,,,No Info,"$349,000",Colorado Springs
Henry Plan in The Commons at Victory Ridge by Lokal Homes,3 Beds,4 Baths,"1,813 sqft",Year Built: 2023,No Info,"$504,990+",Colorado Springs
Taylor Plan in The Commons at Victory Ridge by Lokal Homes,4 Beds,4 Baths,"2,136 sqft",Year Built: 2023,No Info,"$544,990+",Colorado Springs
Oliver Plan in The Commons at Victory Ridge by Lokal Homes,4 Beds,4 Baths,"1,932 sqft",Year Built: 2023,No Info,"$514,990+",Colorado Springs
Clark Plan in The Commons at Victory Ridge by Lokal Homes,2 Beds,3 Baths,"1,161 sqft",Year Built: 2023,No Info,"$424,990+",Colorado Springs
Baxter Plan in The Commons at Victory Ridge by Lokal Homes,3 Beds,3 Baths,"1,233 sqft",Year Built: 2023,No Info,"$444,990+",Colorado Springs
4411 Kingfisher Poin,3 Beds,2 Baths,"1,479 sqft",Year Built: 2019,2 Car Garage,"$300,000",Colorado Springs
7615 Sun Prairie Dr,5 Beds,4 Baths,"3,412 sqft",Year Built: 2012,2 Car Garage,"$525,000",Colorado Springs
Devonshire Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,439 sqft",Year Built: 2023,No Info,"$264,000+",Colorado Springs
2003 W  Colorado Ave,Studio,,,Year Built: 1900,6 Parking Spaces,"$624,900",Colorado Springs
1230 Crown Haven Cir,5 Beds,5 Baths,"4,822 sqft",Year Built: 2012,3 Car Garage,"$925,000",Colorado Springs
7504 Short Grass Ct,5 Beds,3 Baths,"3,778 sqft (on 0.31 acres)",Year Built: 2009,Garage,"$679,000",Colorado Springs
5022 Gold Run Ct,,,,,No Info,"$975,000",Colorado Springs
1005 McArthur Ave,2 Beds,1 Bath,741 sqft,Year Built: 1953,Garage,"$285,000",Colorado Springs
6945 Hill Stream Way,6 Beds,4 Baths,"4,143 sqft",Year Built: 2005,3 Car Garage,"$630,000",Colorado Springs
Silverton Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,553 sqft",Year Built: 2023,No Info,"$629,995+",Colorado Springs
Savannah Plan in Greenways at Sand Creek by Classic Homes,3 Beds,3 Baths,"3,216 sqft",Year Built: 2023,Garage,"$587,200+",Colorado Springs
Ashton Plan in Wolf Ranch by Classic Homes,6 Beds,5 Baths,"4,507 sqft",Year Built: 2023,No Info,"$713,500+",Colorado Springs
Red Oak by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,255 sqft",Year Built: 2023,No Info,"$390,499+",Colorado Springs
4730 Marabou Way,4 Beds,2 Baths,"2,280 sqft",Year Built: 1986,2 Car Garage,"$410,000",Colorado Springs
1973 Mineola Ct #G,3 Beds,3 Baths,"1,440 sqft",Year Built: 1982,Garage,"$279,900",Colorado Springs
The Gladstone Plan in Chapel Heights by Challenger Homes,2 Beds,3 Baths,"1,108 sqft",Year Built: 2023,No Info,"$379,900+",Colorado Springs
667 La Bourgade Point,3 Beds,2 Baths,"2,229 sqft",Year Built: 1995,2 Car Garage,"$580,000",Colorado Springs
19840 Elk Creek Dr E,3 Beds,2 Baths,"4,424 sqft (on 5.27 acres)",Year Built: 1994,3 Car Garage,"$877,000",Colorado Springs
17471 Cabin Hill Ln,4 Beds,5 Baths,"4,362 sqft (on 0.53 acres)",Year Built: 2012,4 Car Garage,"$1,159,900",Colorado Springs
Urban - Capstone Plan in Timber Ridge by Classic Homes,3 Beds,3 Baths,"2,991 sqft",Year Built: 2023,No Info,"$597,300+",Colorado Springs
The Mont Blanc Plan in Revel at Wolf Ranch by Challenger Homes,5 Beds,4 Baths,"4,714 sqft",Year Built: 2023,No Info,"$575,900+",Colorado Springs
Citrine Plan in Hansen Ranch by Richmond American Homes,4 Beds,3 Baths,"1,964 sqft",Year Built: 2023,No Info,"$463,950+",Colorado Springs
Sundance Plan in Greenways at Sand Creek by Classic Homes,6 Beds,5 Baths,"4,004 sqft",Year Built: 2023,No Info,"$645,700+",Colorado Springs
Somerset Plan in Wolf Ranch by Classic Homes,8 Beds,7 Baths,"3,867 sqft",Year Built: 2023,No Info,"$678,000+",Colorado Springs
Calista Plan in Revel Crossing at Wolf Ranch - The Ascent Collection by David Weekley Homes,3 Beds,3 Baths,"1,827 sqft",Year Built: 2023,No Info,"$463,990+",Colorado Springs
6372 Shooting Iron Way,4 Beds,4 Baths,"2,931 sqft",Year Built: 2010,3 Car Garage,"$585,000",Colorado Springs
Innsbruck Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,381 sqft",Year Built: 2023,No Info,"$255,000+",Colorado Springs
8 Thomas Ln,3 Beds,2 Baths,"1,842 sqft (on 0.29 acres)",Year Built: 1960,2 Car Garage,"$650,000",Colorado Springs
Durango Plan in Holiday Village - Colorado by MyMHcommunity,3 Beds,2 Baths,"1,152 sqft",Year Built: 2023,No Info,"$149,900+",Colorado Springs
Urban - Hillspire Plan in Timber Ridge by Classic Homes,3 Beds,3 Baths,"3,272 sqft",Year Built: 2023,Garage,"$618,000+",Colorado Springs
Thornberry Plan in Revel Crossing at Wolf Ranch - The Outlook Collection by David Weekley Homes,3 Beds,3 Baths,"2,541 sqft",Year Built: 2023,No Info,"$560,990+",Colorado Springs
Yampa Plan in Red Rocks at Kissing Camels by Toll Brothers,4 Beds,4 Baths,"3,083 sqft",Year Built: 2023,No Info,"$968,995+",Colorado Springs
2506 Chimayo Dr,3 Beds,1 Bath,936 sqft,Year Built: 1958,No Info,"$330,000",Colorado Springs
6452 Deco Dr,4 Beds,3 Baths,"3,622 sqft",Year Built: 2023,3 Car Garage,"$768,888",Colorado Springs
5968 Halter Ct,2 Beds,2 Baths,"3,109 sqft",Year Built: 2023,2 Car Garage,"$550,836",Colorado Springs
514 N  Wahsatch Ave,Studio,,,Year Built: 1899,7 Parking Spaces,"$1,150,000",Colorado Springs
515 N  Weber St,Studio,,,Year Built: 1895,6 Parking Spaces,"$1,250,000",Colorado Springs
2001 N  Weber St,3 Beds,2 Baths,"1,787 sqft",Year Built: 1893,Garage,"$499,900",Colorado Springs
6815 Quarter Circle Rd,3 Beds,3 Baths,"2,444 sqft (on 0.26 acres)",Year Built: 1994,2 Car Garage,"$465,000",Colorado Springs
4112 Samaritan Loop,3 Beds,3 Baths,"1,690 sqft",Year Built: 2023,2 Car Garage,"$449,000",Colorado Springs
Urban - Celebration Plan in Timber Ridge by Classic Homes,3 Beds,3 Baths,"3,094 sqft",Year Built: 2023,Garage,"$607,200+",Colorado Springs
222 Plan in Hannah Ridge by Classic Homes,3 Beds,3 Baths,"1,849 sqft",Year Built: 2023,No Info,"$499,149+",Colorado Springs
5192 Roundhouse Dr,4 Beds,3 Baths,"3,248 sqft",Year Built: 2023,2 Car Garage,"$547,783",Colorado Springs
5222 Roundhouse Dr,4 Beds,4 Baths,"3,301 sqft",Year Built: 2023,2 Car Garage,"$557,040",Colorado Springs
6145 Rabbit Ears Ct,5 Beds,4 Baths,"4,078 sqft (on 0.26 acres)",Year Built: 1993,2 Car Garage,"$725,000",Colorado Springs
6917 Lakenheath Ln,6 Beds,5 Baths,"4,902 sqft (on 2.50 acres)",Year Built: 2000,5 Car Garage,"$1,200,000",Colorado Springs
Lapis Plan in Hansen Ranch by Richmond American Homes,3 Beds,3 Baths,"2,187 sqft",Year Built: 2023,No Info,"$470,950+",Colorado Springs
Culebra Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,991 sqft",Year Built: 2023,No Info,"$702,995+",Colorado Springs
Oakridge Plan in TimberRidge by Vantage Homes,6 Beds,4 Baths,"4,360 sqft",Year Built: 2023,Garage,"$692,600+",Colorado Springs
1627 Goldpeak Ct,5 Beds,3 Baths,"4,582 sqft (on 0.56 acres)",Year Built: 2000,3 Car Garage,"$860,000",Colorado Springs
Colorado by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,661 sqft",Year Built: 2023,No Info,"$348,313+",Colorado Springs
Milne Rd,,,,,No Info,"$8,000,000",Colorado Springs
222 Plan in Greenways at Sand Creek by Classic Homes,3 Beds,3 Baths,"1,849 sqft",Year Built: 2023,No Info,"$484,100+",Colorado Springs
Urban - Sundance Plan in Timber Ridge by Classic Homes,6 Beds,5 Baths,"4,004 sqft",Year Built: 2023,No Info,"$658,200+",Colorado Springs
The Belford Plan in Chapel Heights by Challenger Homes,3 Beds,3 Baths,"1,367 sqft",Year Built: 2023,No Info,"$389,900+",Colorado Springs
3133 Starlight Cir,2 Beds,2 Baths,928 sqft,Year Built: 1983,Garage,"$230,000",Colorado Springs
9104 Argentine Pass Trl,5 Beds,4 Baths,"3,310 sqft (on 0.25 acres)",Year Built: 2013,3 Car Garage,"$745,000",Colorado Springs
5210 Adana Dr,3 Beds,3 Baths,"3,280 sqft",Year Built: 2017,3 Car Garage,"$484,900",Colorado Springs
Hemingway Plan in The Trails at Aspen Ridge by Richmond American Homes,4 Beds,3 Baths,"2,548 sqft",Year Built: 2023,No Info,"$508,950+",Colorado Springs
97 Seagull Circle,5 Beds,3 Baths,"4,146 sqft (on 0.45 acres)",Year Built: 1994,3 Car Garage,"$730,000",Colorado Springs
Cameron Plan in Revel at Wolf Ranch by Toll Brothers,2 Beds,3 Baths,"4,038 sqft",Year Built: 2023,No Info,"$693,995+",Colorado Springs
3654 Bareback Dr,5 Beds,4 Baths,"2,811 sqft",Year Built: 1995,2 Car Garage,"$477,000",Colorado Springs
The Tralee Plan in The Townes at Lorson Ranch by Challenger Homes,2 Beds,3 Baths,"1,436 sqft",Year Built: 2023,No Info,"$358,900+",Colorado Springs
Miramar Plan in Revel Crossing at Wolf Ranch - The Ascent Collection by David Weekley Homes,3 Beds,3 Baths,"1,586 sqft",Year Built: 2023,No Info,"$428,990+",Colorado Springs
Evergreen by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,305 sqft",Year Built: 2023,No Info,"$320,880+",Colorado Springs
Urban - Sierra Plan in Timber Ridge by Classic Homes,3 Beds,3 Baths,"2,991 sqft",Year Built: 2023,Garage,"$616,900+",Colorado Springs
2025 Oriole Ave,3 Beds,1 Bath,"1,583 sqft",Year Built: 1953,Garage,"$409,900",Colorado Springs
10 Iowa Avenue,4 Beds,1 Bath,"2,283 sqft",Year Built: 1937,Garage,"$400,000",Colorado Springs
Bryanwood Plan in Trailside at Cottonwood Creek by David Weekley Homes,3 Beds,3 Baths,"2,445 sqft",Year Built: 2023,No Info,"$534,990+",Colorado Springs
Ponderosa Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,2 Baths,"1,521 sqft",Year Built: 2023,No Info,"$488,950+",Colorado Springs
835 Pulpit Rock Cir S,3 Beds,3 Baths,"2,097 sqft",Year Built: 1981,2 Car Garage,"$524,900",Colorado Springs
2109 W  Pikes Peak Ave,2 Beds,1 Bath,"1,079 sqft",Year Built: 1888,No Info,"$385,000",Colorado Springs
710 & 712 N  Tejon St,Studio,,,Year Built: 1889,8 Parking Spaces,"$1,100,000",Colorado Springs
685 Popes Valley Dr,4 Beds,3 Baths,"3,116 sqft (on 0.25 acres)",Year Built: 2000,2 Car Garage,"$680,000",Colorado Springs
4502 Wintergreen Cir,6 Beds,4 Baths,"2,858 sqft (on 0.28 acres)",Year Built: 1998,2 Car Garage,"$480,000",Colorado Springs
3325 Oak Creek Dr E,3 Beds,2 Baths,"2,602 sqft",Year Built: 1979,2 Car Garage,"$450,000",Colorado Springs
10067 Waterton Canyon Way,5 Beds,4 Baths,"4,081 sqft",Year Built: 2022,3 Car Garage,"$969,900",Colorado Springs
Parade Plan in Greenways at Sand Creek by Classic Homes,4 Beds,3 Baths,"2,978 sqft",Year Built: 2023,No Info,"$573,400+",Colorado Springs
Easton Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,1 Bath,"1,134 sqft",Year Built: 2023,No Info,"$202,000+",Colorado Springs
Hannah Plan in Wolf Ranch by Classic Homes,8 Beds,5 Baths,"4,057 sqft",Year Built: 2023,No Info,"$681,400+",Colorado Springs
5880 Cliffside Ter,4 Beds,4 Baths,"4,594 sqft (on 0.37 acres)",Year Built: 1991,3 Car Garage,"$790,000",Colorado Springs
Nokota Plan in TimberRidge by Vantage Homes,6 Beds,4 Baths,"4,028 sqft",Year Built: 2023,Garage,"$676,900+",Colorado Springs
6815 Parkridge Ct,3 Beds,1 Bath,952 sqft,Year Built: 1983,1 Car Garage,"$349,900",Colorado Springs
Tamarack by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,255 sqft",Year Built: 2023,No Info,"$390,245+",Colorado Springs
2005 Chamberlin S,3 Beds,1 Bath,931 sqft,Year Built: 1979,2 Car Garage,"$299,000",Colorado Springs
6565 Alliance Loop,4 Beds,4 Baths,"2,253 sqft",Year Built: 2012,2 Car Garage,"$445,000",Colorado Springs
4961 Makalu Dr,4 Beds,3 Baths,"2,765 sqft",Year Built: 2020,2 Car Garage,"$599,900",Colorado Springs
10440 Castor Dr,4 Beds,4 Baths,"1,979 sqft",Year Built: 2021,2 Car Garage,"$474,900",Colorado Springs
52 Marland Rd,4 Beds,5 Baths,"6,989 sqft (on 9.45 acres)",Year Built: 1927,Garage,"$4,500,000",Colorado Springs
543 Shrubland Dr,4 Beds,3 Baths,"3,746 sqft",Year Built: 2001,2 Car Garage,"$640,000",Colorado Springs
5068 Galloping Goose Way,4 Beds,3 Baths,"2,812 sqft",Year Built: 2011,2 Car Garage,"$639,000",Colorado Springs
The Vinson Plan in The Townes at Cumbre Vista by Challenger Homes,3 Beds,3 Baths,"1,762 sqft",Year Built: 2023,No Info,"$436,900+",Colorado Springs
3575 Pony Tracks Dr,4 Beds,3 Baths,"2,968 sqft",Year Built: 1998,2 Car Garage,"$505,000",Colorado Springs
3989 Siferd Blvd #1,4 Beds,4 Baths,"2,156 sqft",Year Built: 2001,2 Car Garage,"$407,000",Colorado Springs
2123 Windwalker Grv,3 Beds,3 Baths,"2,862 sqft",Year Built: 2012,3 Car Garage,"$655,000",Colorado Springs
224 Plan in Hannah Ridge by Classic Homes,4 Beds,4 Baths,"2,130 sqft",Year Built: 2023,No Info,"$518,647+",Colorado Springs
3651 Temple St,4 Beds,2 Baths,"1,799 sqft",Year Built: 1967,1 Car Garage,"$375,000",Colorado Springs
4909 Durasno Drive,4 Beds,2 Baths,"1,408 sqft",Year Built: 1979,2 Car Garage,"$375,000",Colorado Springs
2335 Middleton Court,3 Beds,2 Baths,"1,241 sqft",Year Built: 1982,2 Car Garage,"$265,000",Colorado Springs
935 Saturn Dr #213,2 Beds,2 Baths,"1,012 sqft",Year Built: 1975,Garage,"$215,000",Colorado Springs
4822 Trailmark Loop,3 Beds,2 Baths,"1,758 sqft",Year Built: 1983,4 Car Garage,"$429,000",Colorado Springs
17196 Abert Ranch Dr,,,,,No Info,"$325,000",Colorado Springs
7685 Gibralter Dr,3 Beds,2 Baths,"1,914 sqft",Year Built: 1982,2 Car Garage,"$439,900",Colorado Springs
5042 El Camino Dr #78,2 Beds,1 Bath,769 sqft,Year Built: 1973,Garage,"$205,000",Colorado Springs
6355 Casual Dr,3 Beds,3 Baths,"1,856 sqft",Year Built: 2003,2 Car Garage,"$474,000",Colorado Springs
416 Cobblestone Dr,3 Beds,2 Baths,"2,206 sqft",Year Built: 1979,Garage,"$400,000",Colorado Springs
411 Lakewood Cir #A1204,1 Bed,1 Bath,864 sqft,Year Built: 1969,No Info,"$185,000",Colorado Springs
201 E Las Animas Street,2 Beds,2 Baths,"1,276 sqft",Year Built: 2001,Garage,"$525,000",Colorado Springs
375 Rock Creek Mesa Rd,3 Beds,1 Bath,"1,755 sqft (on 1.42 acres)",Year Built: 1956,Garage,"$595,000",Colorado Springs
6320 Verrado Pl,4 Beds,3 Baths,"4,004 sqft",Year Built: 2022,2 Car Garage,"$809,999",Colorado Springs
3100 Wood Ave  Unit M5,3 Beds,2 Baths,"1,216 sqft",Year Built: 2019,2 Parking Spaces,"$139,000",Colorado Springs
Daphne Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"3,490 sqft",Year Built: 2023,No Info,"$684,995+",Colorado Springs
7140 Native Cir,5 Beds,4 Baths,"3,892 sqft",Year Built: 1992,2 Car Garage,"$600,000",Colorado Springs
Ashwood Plan in TimberRidge by Vantage Homes,5 Beds,5 Baths,"3,596 sqft",Year Built: 2023,Garage,"$708,800+",Colorado Springs
1216 Rockwood Ave,3 Beds,1 Bath,"1,098 sqft",Year Built: 1956,1 Car Garage,"$345,000",Colorado Springs
Lexington Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,506 sqft",Year Built: 2023,No Info,"$278,000+",Colorado Springs
15615 Fox Creek Ln,6 Beds,6 Baths,"5,536 sqft (on 6.39 acres)",Year Built: 2002,4 Car Garage,"$1,339,000",Colorado Springs
139 Wild Grass Way,2 Beds,2 Baths,"2,796 sqft",Year Built: 2020,2 Car Garage,"$480,000",Colorado Springs
Paradise Plan in Wolf Ranch by Classic Homes,7 Beds,5 Baths,"3,748 sqft",Year Built: 2023,No Info,"$648,600+",Colorado Springs
15490 Terra Ridge Cir,4 Beds,3 Baths,"3,776 sqft (on 6.35 acres)",Year Built: 1998,3 Car Garage,"$1,000,000",Colorado Springs
3075 Maroon Bells Ave,4 Beds,4 Baths,"2,123 sqft",Year Built: 1980,2 Car Garage,"$470,000",Colorado Springs
4425 Cassidy St,4 Beds,3 Baths,"2,326 sqft",Year Built: 1986,2 Car Garage,"$440,000",Colorado Springs
7239 Winslow Park Dr,4 Beds,3 Baths,"2,980 sqft",Year Built: 2020,2 Car Garage,"$559,900",Colorado Springs
Joshua by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,899 sqft",Year Built: 2023,No Info,"$369,375+",Colorado Springs
1033 Deschutes Dr,3 Beds,3 Baths,"2,432 sqft",Year Built: 2013,3 Car Garage,"$569,965",Colorado Springs
9786 Coyote Run Trl,5 Beds,3 Baths,"2,848 sqft",Year Built: 2019,2 Car Garage,"$499,000",Colorado Springs
15616 Wildwood Ct,6 Beds,4 Baths,"4,591 sqft (on 1.11 acres)",Year Built: 2003,3 Car Garage,"$969,900",Colorado Springs
11484 Piping Plover Pl,3 Beds,3 Baths,"1,819 sqft",Year Built: 2022,2 Car Garage,"$452,185",Colorado Springs
6164 Big Bird Dr,3 Beds,3 Baths,"1,878 sqft",Year Built: 2022,2 Car Garage,"$453,060",Colorado Springs
6165 Big Bird Dr,3 Beds,3 Baths,"1,652 sqft",Year Built: 2022,2 Car Garage,"$443,730",Colorado Springs
6770 Mandan Dr,4 Beds,3 Baths,"2,544 sqft",Year Built: 2018,2 Car Garage,"$460,000",Colorado Springs
3811 Horse Gulch Loop,5 Beds,5 Baths,"3,784 sqft (on 0.25 acres)",Year Built: 2020,3 Car Garage,"$938,000",Colorado Springs
5230 Janga Dr,4 Beds,2 Baths,"3,524 sqft",Year Built: 2020,3 Car Garage,"$610,000",Colorado Springs
201 E  Las Animas St #205,2 Beds,2 Baths,"1,276 sqft",Year Built: 2001,2 Car Garage,"$525,000",Colorado Springs
2109 Mount Washington Ave,2 Beds,3 Baths,"1,076 sqft",Year Built: 1980,2 Car Garage,"$315,900",Colorado Springs
311 N  20th St,2 Beds,1 Bath,894 sqft,Year Built: 1900,No Info,"$349,000",Colorado Springs
6357 Chagall Trl,5 Beds,5 Baths,"4,546 sqft",Year Built: 2023,3 Car Garage,"$928,064",Colorado Springs
1644 W  Vermijo Ave,3 Beds,2 Baths,"1,248 sqft",Year Built: 1899,Garage,"$439,900",Colorado Springs
1350 Pleier Dr,5 Beds,4 Baths,"5,429 sqft (on 5.12 acres)",Year Built: 1993,3 Car Garage,"$1,600,000",Colorado Springs
2423 Camelot Ct,2 Beds,2 Baths,"1,464 sqft (on 0.28 acres)",Year Built: 1970,1 Car Garage,"$420,000",Colorado Springs
Amethyst Plan in The Trails at Aspen Ridge by Richmond American Homes,2 Beds,2 Baths,"1,422 sqft",Year Built: 2023,No Info,"$406,950+",Colorado Springs
6879 Enclave Vista Loop,4 Beds,4 Baths,"3,864 sqft",Year Built: 2021,2 Car Garage,"$769,000",Colorado Springs
8007 Pennydale Drive,4 Beds,3 Baths,"3,138 sqft",Year Built: 2023,2 Car Garage,"$741,342",Colorado Springs
6715 Summer Grace St,6 Beds,3 Baths,"3,336 sqft",Year Built: 2002,2 Car Garage,"$575,000",Colorado Springs
7734 Sun Shimmer Vw,3 Beds,3 Baths,"2,530 sqft",Year Built: 2020,2 Car Garage,"$474,500",Colorado Springs
5017 Hackamore Dr S,5 Beds,3 Baths,"2,310 sqft",Year Built: 1973,1 Car Garage,"$425,000",Colorado Springs
7999 Pennydale Drive,4 Beds,4 Baths,"3,035 sqft",Year Built: 2023,3 Car Garage,"$741,365",Colorado Springs
7991 Pennydale Drive,4 Beds,4 Baths,"2,939 sqft",Year Built: 2023,2 Car Garage,"$682,113",Colorado Springs
7983 Pennydale Drive,4 Beds,4 Baths,"3,457 sqft",Year Built: 2023,3 Car Garage,"$735,603",Colorado Springs
7975 Pennydale Drive,4 Beds,3 Baths,"2,349 sqft",Year Built: 2023,3 Car Garage,"$628,988",Colorado Springs
Harrington Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,393 sqft",Year Built: 2023,No Info,"$252,000+",Colorado Springs
6774 Alliance Loop,5 Beds,4 Baths,"3,345 sqft",Year Built: 2012,4 Car Garage,"$565,000",Colorado Springs
935 Saturn Dr #112,2 Beds,2 Baths,"1,012 sqft",Year Built: 1975,Garage,"$220,000",Colorado Springs
518 S  26th St,2 Beds,1 Bath,960 sqft,Year Built: 1994,Garage,"$380,000",Colorado Springs
4420 Green Mountain Dr,3 Beds,3 Baths,"2,146 sqft (on 69.87 acres)",Year Built: 1976,Garage,"$2,450,000",Colorado Springs
3850 Wolcott Pl,4 Beds,4 Baths,"3,415 sqft (on 0.26 acres)",Year Built: 1981,2 Car Garage,"$695,000",Colorado Springs
6135 Kettle Fire Trl,3 Beds,3 Baths,"2,800 sqft",Year Built: 2010,Garage,"$485,000",Colorado Springs
7967 Pennydale Drive,5 Beds,5 Baths,"3,035 sqft",Year Built: 2023,3 Car Garage,"$681,865",Colorado Springs
6082 Mapleton Dr,6 Beds,4 Baths,"3,792 sqft",Year Built: 1999,3 Car Garage,"$599,900",Colorado Springs
6520 Red Feather Dr,5 Beds,4 Baths,"3,158 sqft (on 0.26 acres)",Year Built: 1980,2 Car Garage,"$610,000",Colorado Springs
285 Paisley Dr,4 Beds,3 Baths,"3,715 sqft (on 0.49 acres)",Year Built: 2001,3 Car Garage,"$925,000",Colorado Springs
6408 Jules Dr,6 Beds,4 Baths,"4,584 sqft",Year Built: 2004,3 Car Garage,"$685,000",Colorado Springs
Onyx Plan in Hansen Ranch by Richmond American Homes,3 Beds,2 Baths,"1,581 sqft",Year Built: 2023,No Info,"$450,950+",Colorado Springs
15975 De Groot Rd,,,,,No Info,"$140,000",Colorado Springs
5415 Old Stage Rd,,,,,No Info,"$399,000",Colorado Springs
5059 Petrified Forest Trl,4 Beds,3 Baths,"3,087 sqft",Year Built: 2008,2 Car Garage,"$610,000",Colorado Springs
Berkeley Plan in TimberRidge by Vantage Homes,5 Beds,4 Baths,"3,625 sqft",Year Built: 2023,Garage,"$652,500+",Colorado Springs
6033 Cider Mill Pl,4 Beds,4 Baths,"2,253 sqft",Year Built: 2019,3 Car Garage,"$529,500",Colorado Springs
5810 Wisteria Dr,3 Beds,3 Baths,"2,634 sqft",Year Built: 1995,2 Car Garage,"$549,900",Colorado Springs
2622 Rockhurst Blvd,4 Beds,5 Baths,"5,308 sqft (on 1.04 acres)",Year Built: 2006,3 Car Garage,"$1,300,000",Colorado Springs
2770 Larzac Dr,3 Beds,3 Baths,"2,265 sqft",Year Built: 2020,3 Car Garage,"$525,000",Colorado Springs
7415 Raintree Dr,4 Beds,3 Baths,"3,208 sqft (on 5.13 acres)",Year Built: 1981,2 Car Garage,"$725,000",Colorado Springs
Glenwood by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,661 sqft",Year Built: 2023,No Info,"$347,821+",Colorado Springs
408 Pine Ave,3 Beds,3 Baths,"3,214 sqft (on 0.45 acres)",Year Built: 1959,2 Car Garage,"$775,000",Colorado Springs
Urban - Providence II Plan in Timber Ridge by Classic Homes,4 Beds,3 Baths,"2,744 sqft",Year Built: 2023,Garage,"$557,500+",Colorado Springs
751 Crown Ridge Dr,3 Beds,2 Baths,"1,800 sqft",Year Built: 1971,2 Car Garage,"$589,900",Colorado Springs
2411 W  Colorado Ave #202,2 Beds,1 Bath,"1,293 sqft",Year Built: 2008,Garage,"$525,000",Colorado Springs
2805 Casden Cir,3 Beds,1 Bath,"1,424 sqft",Year Built: 1959,No Info,"$285,000",Colorado Springs
7128 Cowgirl Way,3 Beds,3 Baths,"2,709 sqft",Year Built: 2005,2 Car Garage,"$480,000",Colorado Springs
